pmid,date,citations,len_text,len_title,days_live,fulltext
30017512,2018-08-01,15,1084,108,1011,review statistical machine learning methods modeling cancer risk using structured clinical data advancements constantly made oncology improving prevention treatment cancers help reduce impact deadliness cancers must detected early additionally risk cancers recurring potentially curative treatments performed predictive models built using historical patient data model characteristics patients developed cancer relapsed models deployed clinical settings determine new patients high risk cancer development recurrence largescale predictive models built structured data must captured wide range diverse patients paper explores current methods building cancer risk models using structured clinical patient data trends statistical machine learning techniques explored gaps identified future research field cancer risk prediction highimpact one research must continue models embraced clinical decision support practitioners patients
29750902,2018-08-01,77,871,55,1011,machine learning chemoinformatics drug discovery chemoinformatics established discipline focusing extracting processing extrapolating meaningful data chemical structures rapid explosion chemical big data hts combinatorial synthesis machine learning become indispensable tool drug designers mine chemical information large compound databases design drugs important biological properties process chemical data first reviewed multiple processing layers chemoinformatics pipeline followed introduction commonly used machine learning models drug discovery qsar analysis present basic principles recent case studies demonstrate utility machine learning techniques chemoinformatics analyses; discuss limitations future directions guide development evolving field
29450843,2018-08-01,0,1613,74,1011,detection lung contour closed principal curve machine learning radiation therapy plays essential role treatment cancer radiation therapy ideal radiation doses delivered observed tumor affecting neighboring normal tissues threedimensional computed tomography (3dct) scans contours tumors organsatrisk (oars) often manually delineated radiologists task complicated timeconsuming manually delineated results variable different radiologists propose semisupervised contour detection algorithm firstly uses points region interest (roi) approximate initialization data sequences achieved closed polygonal line (cpl) algorithm data sequences consist ordered projection indexes corresponding initial points finally smooth lung contour obtained data sequences trained backpropagation neural network model (bnnm) use private clinical dataset public lung image database consortium image database resource initiative (lidcidri) dataset measure accuracy presented method respectively private dataset experimental results initial points low 15% manually delineated points show dice coefficient reaches 095 global error low 147 × 102 performance proposed algorithm also better cubic spline interpolation (csi) algorithm public lidcidri dataset method achieves superior segmentation performance average dice 083
30233373,2018-08-01,4,1716,120,1011,"future information technology tools fighting substandard falsified medicines low middleincome countries substandard falsified (sf) medicines emerged global public health issue within last two decades especially low middleincome countries (lmics) serious consequences problem include loss trust increased financial costs due less disease control frequent complications therapy note antimicrobial resistance additional longterm implication poorquality antimicrobials review covers information technology tools including medicines authentication tools (mat) mobile apps messaging service 2d barcoding approaches drug safety alert systems web based drug safety alerts radiofrequency identification tags databases support visual inspection digital aids enhance performance quality evaluation kits reference libraries identification falsified substandard medicines quality evaluation kits based machine learning field testing easy access simple use initiatives gaining acceptance lmics implementing 2d barcoding based endtoend verification ""track trace"" systems emerged step toward global security supply chain breakthrough webbased drug safety alert systems data bases establishment global surveillance monitoring system world health organization 2013 future applications include concepts including ""lab chip"" ""paper analytical devices"" claimed convenient simple use well affordable principles discussed herein making profound impact fight substandard falsified medicines offering cheap accessible solutions"
29750730,2018-08-01,29,1600,123,1011,changing landscape motor neuron disease imaging: transition descriptive studies precision clinical tools purpose review: neuroimaging motor neuron disease (mnd) traditionally seen academic tool limited direct relevance individualized patient care changed radically recent years computational imaging emerged viable clinical tool true biomarker potential transition fuelled technological advances also important conceptual developments recent findings: natural history mnd evaluated presymptomatic postmortem multitimepoint longitudinal imaging studies anatomical spectrum mnd imaging also expanded overwhelmingly cerebral focus innovative spinal muscle applications contrast groupcomparisons previous studies machinelearning deeplearning approaches increasingly utilized model reallife diagnostic dilemmas aid prognostic classification focus evaluating focal structural changes shifted appraisal network integrity connectivitybased approaches armamentarium mnd imaging also complemented novel petligands spinal toolboxes availability magnetoencephalography highfield magnetic resonance (mr) imaging platforms summary: addition technological conceptual advances collaborative multicentre research efforts also gained considerable momentum opinionpiece reviews emerging trends mnd imaging implications clinical care drug development
29982543,2018-08-01,14,1906,86,1011,bibliometric analysis landscape cancer rehabilitation research (19922016) cancer rehabilitation research accelerated great attention focused improving survivorship care recent expert consensus attempted prioritize research needs suggests greater focus studying physical functioning survivors however analysis publication landscape substantiated proposed needs manuscript provides analysis pubmed indexed articles related cancer rehabilitation published 1992 2017 total 22 171 publications analyzed using machine learning text analysis assess publication metrics topic areas emphasis interrelationships topic similarity networks publications increased rate 136 articles per year approximately 10% publications funded national institutes health institutes centers national cancer institute prominent funder greatest volume rate publication increase topics cognitive behavioral therapies psychological interventions followed depression exercise therapy four research topic similarity networks identified provide insight areas robust publication notable deficits findings suggest publication emphasis strongly supported cognitive behavioral psychological therapies; however studies functional morbidity physical rehabilitation research lacking three areas publication deficits noted: research populations outside breast prostate lung cancers; methods integrating physical rehabilitation services cancer care specifically regarding functional screening assessment; physical rehabilitation interventions deficits align needs identified expert consensus support supposition future research emphasize focus physical rehabilitation
29729378,2018-08-01,7,1617,85,1011,"leveraging knowledge engineering machine learning microbial biomanufacturing genome scale modeling (gsm) predicts performance microbial workhorses helps identify beneficial gene targets gsm integrated intracellular flux dynamics omics thermodynamics shown remarkable progress elucidating complex cellular phenomena computational strain design (csd) nonetheless models still show high uncertainty due poor understanding innate pathway regulations metabolic burdens factors (such stress tolerance metabolite channeling) besides engineered hosts may genetic mutations nongenetic variations bioreactor conditions thus csd rarely foresees fermentation rate titer metabolic models play important role designbuildtestlearn cycles strain improvement machine learning (ml) may provide viable complementary approach driving strain design deciphering cellular processes order develop quality ml models knowledge engineering leverages standardizes wealth information literature (eg genomic/phenomic data synthetic biology strategies bioprocess variables) data driven frameworks offer new constraints mechanistic models describe cellular regulations design pathways search gene targets estimate fermentation titer/rate/yield specified growth conditions (eg mixing nutrients o2) review highlights scope information collections database constructions machine learning techniques (such deep learning transfer learning) may facilitate ""learn design"" strain development"
29782369,2018-08-01,7,1452,24,1011,neuroimaging epilepsy purpose review: epilepsy neuroimaging important detecting seizure onset zone predicting preventing deficits surgery illuminating mechanisms epileptogenesis aspiration integrate imaging genetic biomarkers enable personalized epilepsy treatments recent findings: ability detect lesions particularly focal cortical dysplasia hippocampal sclerosis increased using ultra highfield imaging postprocessing techniques automated volumetry t2 relaxometry voxelbased morphometry surfacebased techniques statistical analysis pet single photon emission computer tomography (statiscom) superior qualitative analysis alone identifying focal abnormalities mrinegative patients methods also used study mechanisms epileptogenesis pharmacoresistancerecent language fmri studies aim localize also lateralize language functions memory fmri recommended lateralize mnemonic function predict outcome surgery temporal lobe epilepsy summary: combinations structural functional postprocessing methods used multimodal machine learning models improve identification seizure onset zone increase understanding mechanisms underlying structural functional aberrations epilepsy
29972344,2018-08-01,5,1442,39,1011,oximetry use obstructive sleep apnea overnight oximetry proposed accessible simple reliable technique obstructive sleep apnea syndrome (osas) diagnosis visual inspection advanced signal processing several studies demonstrated usefulness oximetry screening tool however still controversy regarding general application oximetry single screening methodology osas areas covered: currently highresolution portable devices combined pattern recognitionbased applications able achieve high performance detection disease review recent studies involving automated analysis oximetry means advanced signal processing machine learning algorithms analyzed advantages limitations highlighted novel research lines aimed improving screening ability oximetry proposed expert commentary: oximetry costeffective tool osas screening patients showing high pretest probability disease nevertheless exhaustive analyses still needed assess unattended oximetry monitoring single diagnostic test sleep apnea particularly pediatric population populations significant comorbidities following years communication technologies big data analyses overcome current limitations simplified sleep testing approaches changing detection management osas
29047033,2018-08-01,7,1412,87,1011,characterization pulmonary nodules based features margin sharpness texture lung cancer leading cause cancerrelated deaths world one manifestations occurs appearance pulmonary nodules classification pulmonary nodules may complex task specialists due temporal subjective qualitative aspects therefore important integrate computational tools early pulmonary nodule classification process since potential characterize objectively quantitatively lesions context goal work perform classification pulmonary nodules based image features texture margin sharpness computed tomography scans obtained publicly available image database texture attributes extracted cooccurrence matrix obtained nodule volume margin sharpness attributes extracted perpendicular lines drawn borders nodule slices feature selection performed different algorithms classification performed several machine learning classifiers assessed area receiver operating characteristic curve sensitivity specificity accuracy highest classification performance obtained random forest algorithm 48 extracted features however decision tree using two selected features obtained statistically equivalent performance sensitivity specificity
29047032,2018-08-01,6,1165,65,1011,rethinking skin lesion segmentation convolutional classifier melanoma fatal form skin cancer left undiagnosed computeraided diagnosis systems powered convolutional neural networks (cnns) improve diagnostic accuracy save lives cnns successfully used skin lesion segmentation classification reasons heretofore unclear previous works found image segmentation conflictingly detrimental beneficial skin lesion classification investigate effect expanding segmentation border include pixels surrounding target lesion ostensibly segmenting target skin lesion remove inessential information nonlesion skin artifacts aid classification results indicate segmentation border enlargement produces certain degree better results across metrics interest using convolutional based classifier built using transfer learning paradigm consequently preprocessing methods produce borders larger actual lesion potentially improve classifier performance perfect segmentation using dermatologist created ground truth masks segmentation altogether
29952835,2018-08-01,6,1587,75,1011,mribased neuroimaging: atypical parkinsonisms movement disorders purpose review: mri become well established technical tool parkinsonism diagnostic workup differentiate causes serve neurobiological marker review summarizes current developments advanced mribased assessment brain structure function atypical parkinsonian syndromes explores potential clinical neuroscientific setting recent findings: computerbased unbiased quantitative mri analyses demonstrated guide discrimination parkinsonian syndromes singlepatient level major contributions combined machinelearning techniques/support vector machine classification techniques shown potential tracking disease progression perhaps also readout clinical trials characterization different brain compartments various levels structural functional alterations provided multiparametric mri including growing variety diffusionweighted imaging approaches potentially ironsensitive functional mri summary: case recent advances mribased assessment atypical parkinsonism lead standardized protocols image acquisition analysis confirmation largescale multicenter studies approaches may constitute great achievement (operatorindependent) detection discrimination characterization degenerative parkinsonian disorders individual basis
29944078,2018-08-01,92,676,71,1011,current applications future impact machine learning radiology recent advances future perspectives machine learning techniques offer promising applications medical imaging machine learning potential improve different steps radiology workflow including order scheduling triage clinical decision support systems detection interpretation findings postprocessing dose estimation examination quality control radiology reporting article authors review examples current applications machine learning artificial intelligence techniques diagnostic radiology addition future impact natural extension techniques radiology practice discussed
29934920,2018-08-01,85,1707,71,1011,convolutional neural networks: overview application radiology convolutional neural network (cnn) class artificial neural networks become dominant various computer vision tasks attracting interest across variety domains including radiology cnn designed automatically adaptively learn spatial hierarchies features backpropagation using multiple building blocks convolution layers pooling layers fully connected layers review article offers perspective basic concepts cnn application various radiological tasks discusses challenges future directions field radiology two challenges applying cnn radiological tasks small dataset overfitting also covered article well techniques minimize familiar concepts advantages well limitations cnn essential leverage potential diagnostic radiology goal augmenting performance radiologists improving patient care key points: • convolutional neural network class deep learning methods become dominant various computer vision tasks attracting interest across variety domains including radiology • convolutional neural network composed multiple building blocks convolution layers pooling layers fully connected layers designed automatically adaptively learn spatial hierarchies features backpropagation algorithm • familiarity concepts advantages well limitations convolutional neural network essential leverage potential improve radiologist performance eventually patient care
30116102,2018-08-01,3,1221,101,1011,novel approach identifying relevant genes breast cancer survivability specific therapies analyzing genetic activity breast cancer survival specific type therapy provides better understanding body response treatment helps select best course action leading design drugs based gene activity work use supervised nonsupervised machine learning methods deal multiclass classification problem label samples based combination 5year survivability treatment; focus hormone therapy radiotherapy surgery proposed nonsupervised hierarchical models created find highest separability combinations classes supervised model consists combination feature selection techniques efficient classifiers used find potential set biomarker genes specific response therapy results show different models achieve different performance scores accuracies ranging 809% 100% investigated roles many biomarkers literature found discriminative genes computational model zc3h11a vax2 maf1 zfp91 related breast cancer types cancer
29790107,2018-08-01,7,1807,83,1011,role pharmacogenomics bipolar disorder: moving towards precision medicine bipolar disorder (bd) common disabling psychiatric condition severe socioeconomic impact bd treated mood stabilizers among lithium represents firstline treatment lithium alone combination effective 60% chronically treated patients response remains heterogenous large number patients require change therapy several weeks months many studies far tried identify molecular genetic markers could help us predict response mood stabilizers risk adverse drug reactions pharmacogenetic studies bd part focused lithium complexity variability response phenotype together unclear mechanism action lithium limited power studies identify robust biomarkers recent pharmacogenomic studies lithium response provided promising findings suggesting integration genomewide investigations deep phenotyping silico analyses machine learning could lead us closer personalized treatments bd nevertheless date none genes suggested pharmacogenetic studies mood stabilizers included genetic tests approved food drug administration (fda) drug efficacy hand genetic information included drug labels test safety carbamazepine valproate review outline available studies investigating pharmacogenetics pharmacogenomics lithium mood stabilizers specific focus limitations studies potential strategies overcome also discuss fdaapproved pharmacogenetic tests treatments commonly used management bd
31723874,2018-08-01,2,738,82,1011,deep learning medical domain: predicting cardiac arrest using deep learning wider adoption electronic health records rapid response team initially believed mortalities could significantly reduced due low accuracy false alarms healthcare system currently fraught many challenges rulebased methods (eg modified early warning score) machine learning (eg random forest) proposed solution effective article introduce deepews (deep learning based early warning score) based novel deep learning algorithm relative standard care current solutions marketplace high accuracy clinical setting even consider number alarms accuracy levels superior
29174666,2018-08-01,18,1962,130,1011,combining ecological momentary assessment objective ambulatory measures behavior physiology substanceuse research whereas substanceuse researchers long combined selfreport objective measures behavior physiology inside laboratory developments mobile/wearable electronic technology increasingly allowing collection subjective objective information participants daily lives selfreport ecological momentary assessment (ema) implemented contemporary smartphones personal digital assistants provide researchers nearrealtime information participants behavior mood natural environments data portable/wearable electronic sensors measuring participants internal external environments combined ema (eg timestamps recorded questionnaires) provide objective information useful determining momentary context behavior mood and/or validating participants selfreports review three objective ambulatory monitoring techniques combined ema focus detecting drug use and/or measuring behavioral physiological correlates mental events (ie emotions cognitions): (1) collection processing biological samples field measure drug use participants physiological activity (eg hypothalamicpituitaryadrenal axis activity); (2) global positioning system (gps) location information link environmental characteristics (disorder/disadvantage retail drug outlets) drug use affect; (3) ambulatory electronic physiological monitoring (eg electrocardiography) detect drug use mental events advances machine learning algorithms make possible distinguish target changes confounds (eg physical activity) finally consider several mobile/wearable technologies hold promise combined ema well potential challenges faced researchers working multiple mobile/wearable technologies simultaneously field
29789268,2018-09-01,23,1838,81,980,making individual prognoses psychiatry using neuroimaging machine learning psychiatric prognosis difficult problem making prognosis requires looking far future opposed making diagnosis concerned current state followup period many factors influence course disease combined usually scarcer longitudinal data variability definition outcomes/transition makes prognostic predictions challenging endeavor employing neuroimaging data endeavor introduces additional hurdle high dimensionality machine learning techniques especially suited tackle challenging problem review starts brief introduction machine learning context application clinical neuroimaging data highlight issues especially relevant prediction outcome transition using neuroimaging review literature discusses application machine learning purpose critical examination studies results respect relevant issues revealed following: 1) growing evidence prognostic capability machine learningbased models using neuroimaging; 2) reported accuracies may optimistic owing small sample sizes lack independent test samples finally discuss options improve reliability (prognostic) prediction models include new methodologies multimodal modeling paramount however conclusion future work need provide properly (cross)validated accuracy estimates models trained sufficiently large datasets nevertheless technological advances enabling acquisition large databases patients healthy subjects machine learning represents powerful tool search psychiatric biomarkers
29923622,2018-09-01,3,2177,93,980,advances computational molecular understanding prostate cancer cell nucleus nuclear alterations hallmark many types cancers including prostate cancer (pca) recent evidence shows subvisual changes ones may visually perceptible pathologist nucleus ultrastructural components precede visual histopathological recognition cancer alterations nuclear features nuclear size shape texture spatial architecture reflect complex molecularlevel changes occur oncogenesis quantitative nuclear morphometry field uses computational approaches identify quantify malignancyinduced nuclear changes enable detailed objective analysis pca cell nucleus recent advances machine learningbased approaches automatically mine data related changes aid diagnosis decision making prediction pca prognoses review use pca case study connect molecularlevel mechanisms underlie nuclear changes machine learning computational approaches bridging gap clinical computational understanding pca first discuss recent developments understanding molecular events drive nuclear alterations context pca: role nuclear matrix lamina size shape changes role 3dimensional chromatin organization epigenetic modifications textural changes role tumor microenvironment altering nuclear spatial topology discuss advances applications machine learning algorithms automatically segment nuclei prostate histopathological images extract nuclear features aid diagnostic decision making predict potential outcomes biochemical recurrence survival finally discuss challenges opportunities associated translation quantitative nuclear morphometry methodology clinical space ultimately accurate identification quantification nuclear alterations contribute field nucleomics applications computationally driven precision oncologic patient care
30298124,2018-09-01,5,1768,81,980,"classification pediatric asthma: phenotype discovery clinical practice advances big data analytics created opportunity step change unraveling mechanisms underlying development complex diseases asthma providing valuable insights drive better diagnostic decisionmaking clinical practice opening paths individualized treatment plans however translating findings datadriven analyses meaningful insights actionable solutions requires approaches tools move beyond mining patterning longitudinal data purpose review summarize recent advances phenotyping asthma discuss key hurdles currently hampering translation phenotypic variation mechanistic insights clinical setting suggest potential solutions may address limitations accelerate moving discoveries practice order advance field phenotypic discovery greater focus placed investigating extent withinphenotype variation advocate cautious modeling approach ""supervising"" findings delineate precisely characteristics individual trajectories assigned phenotype furthermore important employ different methods within study compare stability derived phenotypes assess immutability individual assignments phenotypes make step change toward precision (stratified personalized) medicine capitalize available big data assets develop genuine crossdisciplinary collaborations wherein data scientists turn data information using algorithms machine learning team medical professionals provide deep insights specific subjects clinical perspective"
30254580,2018-09-01,10,830,115,980,optimizing clinical assessments parkinsons disease use wearable sensors data driven modeling emergence motion sensors tool provides objective motor performance data individuals afflicted parkinsons disease offers opportunity expand horizon clinical care neurodegenerative condition subjective clinical scales patient based motor diaries limited clinometric properties produce glimpse rather continuous real time perspective motor disability furthermore expansion machine learn algorithms yielding novel classification probabilistic clinical models stand change existing treatment paradigms refine application advance therapeutics may facilitate development testing disease modifying agents disease review use inertial sensors machine learning algorithms parkinsons disease
30240512,2018-09-01,3,1408,159,980,applications mechanistic modelling clinical experimental immunology: emerging technology accelerate immunotherapeutic discovery development application insilico modelling beginning emerge key methodology advance understanding mechanisms disease pathophysiology related drug action design experimental medicine clinical studies perspective present nontechnical discussion small number recent historical applications mathematical statistical computational modelling clinical experimental immunology focus specifically upon mechanistic questions relating human viral infection tumour growth metastasis cell activation exemplar applications highlight potential approach impact upon human immunology informed everexpanding experimental clinical omics data despite capacity mechanistic modelling accelerate therapeutic discovery development derisk clinical trial design utilized widely across field outline ongoing challenges facing integration mechanistic modelling experimental clinical immunology suggest may overcome advances key technologies including multiscale modelling machine learning wealth omics data sets coupled advancements computational capacity providing basis mechanistic modelling impact immunotherapeutic discovery development next decade
30319422,2018-09-01,27,1290,113,980,empirical scoring functions structurebased virtual screening: applications critical aspects challenges structurebased virtual screening (vs) widely used approach employs knowledge threedimensional structure target interest design new lead compounds largescale molecular docking experiments prediction binding mode affinity small molecule within binding site target interest possible understand important properties related binding process empirical scoring functions widely used pose affinity prediction although pose prediction performed satisfactory accuracy correct prediction binding affinity still challenging task crucial success structurebased vs experiments several efforts distinct fronts develop even sophisticated accurate models filtering ranking large libraries compounds paper cover recent successful applications methodological advances including strategies explore ligand entropy solvent effects training sophisticated machinelearning techniques use quantum mechanics particular emphasis given discussion critical aspects directions development accurate empirical scoring functions
30238167,2018-09-01,5,1707,80,980,"dermatoscopy neoplastic skin lesions: recent advances updates revisions dermatoscopy (dermoscopy) improves diagnosis benign malignant cutaneous neoplasms comparison examination unaided eye used routinely pigmented nonpigmented cutaneous neoplasms especially useful early stage melanoma melanomaspecific criteria invisible unaided eye preselection unaided eye therefore recommended increased availability polarized dermatoscopes extended use dermatoscopy nonpigmented lesions led discovery new criteria recommend lesions examined polarized nonpolarized dermatoscopy ""chaos clues algorithm"" good starting point beginners easy use accurate works types pigmented lesions melanocytic physicians use dermatoscopy routinely aware new clues acral melanomas nail matrix melanomas melanoma situ nodular melanoma dermatoscopy also used distinguish different subtypes basal cell carcinoma discriminate highly poorly differentiated squamous cell carcinomas optimize therapy management nonmelanoma skin cancer one exciting areas research use dermatoscopic images machine learning automated diagnosis convolutional neural networks trained dermatoscopic images able diagnose pigmented lesions accuracy human experts humans afraid new exciting development likely lead peaceful fruitful coexistence human experts decision support systems"
30237869,2018-09-01,15,1714,133,980,pollar: impact air pollution asthma rhinitis; european institute innovation technology health (eit health) project allergic rhinitis (ar) impacted allergens air pollution interactions air pollution sleep allergic diseases insufficiently understood pollar (impact air pollution sleep asthma rhinitis) project european institute innovation technology (eit health) use freelyexisting application ar monitoring tested 23 countries (the allergy diary ios android 17000 users tlr8) allergy diary combined new tool allowing queries allergen pollen (tlr2) sleep quality disorders (trl2) well existing longitudinal geolocalized pollution data machine learning used assess relationship air pollution sleep ar comparing polluted nonpolluted areas 6 eu countries data generated 2018 confirmed 2019 extended individual prospective assessment pollution (portable sensor tlr7) ar sleep apnea patients used demonstrator sleep disorder modulated terms symptoms severity air pollution ar geographic information system gis map results consequences quality life (eq5d) asthma school work sleep monitored disseminated towards population impacts pollar (1) propose novel care pathways integrating pollution sleep patients literacy (2) study sleep consequences pollution impact frequent chronic diseases (3) improve work productivity (4) propose basis sentinel network eu level pollution allergy (5) assess societal implications interaction mask paper n°32
30225234,2018-09-01,13,1264,55,980,application artificial intelligence ophthalmology artificial intelligence general term means accomplish task mainly computer least human beings participation widely accepted invention robots development new technology artificial intelligence one influential information technology revolutions searched englishlanguage studies relative ophthalmology published pubmed springer databases application artificial intelligence ophthalmology mainly concentrates diseases high incidence diabetic retinopathy agerelated macular degeneration glaucoma retinopathy prematurity agerelated congenital cataract retinal vein occlusion according studies conclude sensitivity detection accuracy proliferative diabetic retinopathy ranged 75% 917% nonproliferative diabetic retinopathy ranged 75% 947% agerelated macular degeneration ranged 75% 100% retinopathy prematurity ranged 95% retinal vein occlusion one study reported ranged 97% glaucoma ranged 637% 931% cataract achieved 70% similarity clinical grading
29025029,2018-09-01,0,1471,41,980,ct coronary imaginga fast evolving world computed tomography (ct) become important modality evaluation coronary artery disease (cad) tremendous technological advances ct last two decades made possible obtain high quality images coronary arteries high spatial temporal resolutions multiple trials confirmed accuracy ct compared invasive catheter angiography ct also able evaluate beyond lumen characterizing quantifying atherosclerotic plaques including evaluation high risk features although cta low specificity identification lesionspecific ischemia functional techniques possible ct myocardial perfusion ctfractional flow reserve (ffr) evaluate hemodynamic significance stenosis help revascularization strategies multienergy ct provides additional information beyond possible conventional ct useful variety clinical applications including myocardial perfusion imaging lesion characterization low contrast studies large trials confirmed ability ct predict major adverse cardiovascular events recent trials even demonstrated improved clinical outcomes using ct evaluation cad ct also useful structural heart disease 3 printing increasingly used surgical/interventional planning machine learning evolving rapidly likely impact diagnosis management
30122222,2018-09-01,8,951,62,980,recent applications machine learning medicinal chemistry recent decades artificial intelligence machine learning played significant role increasing efficiency processes across wide spectrum industries comes pharmaceutical biotechnology sectors numerous tools enabled advancement computer science developed routinely utilized however many aspects drug discovery process benefit refinement computational methods tools well improvement accessibility new technologies review examples recent developments machine learning application described potential impact different parts drug discovery development flow scheme notably new deep learningbased approaches across compound design synthesis prediction binding activity admet properties well applications genetic algorithms highlighted
29774657,2018-09-01,6,932,60,980,"cheminformatics drug discovery industrial perspective cheminformatics established core discipline within large scale drug discovery operations would impossible handle amount data generated today small molecule drug discovery project without persons skilled cheminformatics addition due increased emphasis ""big data"" machine learning artificial intelligence society general also drug discovery expected cheminformatics field even important future traditional areas like virtual screening library design highthroughput screening analysis highlighted review applying machine learning drug discovery area become important applications machine learning early drug discovery extended predicting adme properties target activity tasks like de novo molecular design prediction chemical reactions"
30082307,2018-09-01,2,1157,26,980,algorithmic accountability enormous opportunity positive social impact rise algorithms machine learning requires licence operate public based trustworthiness range concerns relating algorithms might held account areas affecting public sphere paper outlines number approaches including greater transparency monitoring outcomes improved governance makes case public sector bodies hold datasets confident negotiating terms private sector also argues regulators (not data regulators) need wake challenges posed changing technology improvements include diversity workforce ethics training codes conduct data scientists new deliberative bodies even narrower issues solved paper poses wider concerns including data monopolies challenge democracy public participation maintaining public interestthis article part discussion meeting issue growing ubiquity algorithms society: implications impacts innovations
30082298,2018-09-01,6,1000,72,980,machine learning genomics: precision medicine versus patient privacy machine learning major societal impact computational biology applications particular plays central role development precision medicine whereby treatment tailored clinical genetic features patient however advances require collecting sharing among researchers large amounts genomic data generates much concern privacy researchers study participants governing bodies aware ways privacy participants might compromised well large body research technical solutions issues review breaches patient privacy occur present recent developments computational data protection discuss combined legal ethical perspectives provide secure frameworks genomic data sharingthis article part discussion meeting issue growing ubiquity algorithms society: implications impacts innovations
30082299,2018-09-01,1,632,43,980,algorithms: transparency accountability opinion piece explores issues accountability transparency relation growing use machine learning algorithms citing recent work royal society british academy looks legal protections individuals afforded eu general data protection regulation asks whether legal system able adapt rapid technological change concludes calling continuing debate accountable transparent publicthis article part discussion meeting issue growing ubiquity algorithms society: implications impacts innovations
30082306,2018-09-01,4,1461,47,980,regulate artificial intelligence using artificial intelligence (ai) technology replace human decisionmaking inevitably create new risks whose consequences unforeseeable naturally leads calls regulation argue early attempt general system ai regulation instead work incrementally within existing legal regulatory schemes allocate responsibility therefore liability persons ai clearly creates risks current law regulation cannot deal adequately new regulation needed cases current system work effectively producers ai technology provide sufficient transparency explaining ai decisions made transparency ex post often achieved retrospective analysis technologys operations sufficient main goal compensate victims incorrect decisions ex ante transparency challenging limit use ai technologies neural networks demanded regulation ai presents risks fundamental rights society needs reassuring technology safely used masterly inactivity regulation likely achieve better longterm solution rush regulate ignorancethis article part discussion meeting issue growing ubiquity algorithms society: implications impacts innovations
30201875,2018-09-01,2,1165,65,980,prediction methods herbal compounds chinese medicinal herbs chinese herbal medicine recently gained worldwide attention curative mechanism chinese herbal medicine compared western medicine molecular level treatment mechanism chinese herbal medicines still clear integrate chinese herbal medicine compounds modern medicine chinese herbal medicine druglike prediction method particularly important growing number chinese herbal source compounds widely used druglike compound candidates important way pharmaceutical companies develop drugs discover potentially active compounds related herbs chinese herbs methods predicting druglike properties chinese herbal compounds include virtual screening method pharmacophore model method machine learning method paper focus prediction methods medicinal properties chinese herbal medicines analyze advantages disadvantages three methods introduce specific steps virtual screening method finally present prospect joint application various methods
31304333,2018-09-01,15,524,38,980,machine learning medical education artificial intelligence (ai) driven machine learning (ml) algorithms branch computer science rapidly gaining popularity within healthcare sector recent regulatory approvals aidriven companion diagnostics products glimmers future tools could play key role defining way medicine practiced educating next generation medical professionals right ml techniques enable become part emerging data science revolution
30581287,2018-09-01,3,983,92,980,forty years structural brain imaging mental disorders: clinically useful structural brain imaging introduced routine clinical practice 40 years ago hope would support diagnosis treatment mental disorders widely used exclude organic brain disease (eg brain tumors cardiovascular inflammatory processes) mental disorders however questions raised whether structural brain imaging still needed today whether could also clinically useful apply new biostatistical methods machine learning therefore current paper reviews structural findings alzheimer disease depression bipolar disorder schizophrenia also discusses role structural imaging supporting diagnostic prognostic therapeutic processes mental disorders thus attempts answer questions whether four decades use structural brain imaging clinically useful mental disorders whether become future
30906397,2018-09-01,2,351,79,980,artificial neural network: understanding basic concepts without mathematics machine learning machine (ie computer) determines input data processed predicts outcomes provided new data artificial neural network machine learning algorithm based concept human neuron purpose review explain fundamental concepts artificial neural networks
29614377,2018-09-01,1,1828,44,980,neural representations timelinked memory many cognitive processes episodic memory decision making rely ability form associations two events occur separately time formation temporal associations depends neural representations three types information: presented (trace holding) follow (temporal expectation) following event occur (explicit timing) present review seeks link representations firing patterns single neurons recorded rodents nonhuman primates associate stimuli outcomes motor responses time intervals across studies two distinct firing patterns observed hippocampus neocortex striatum: neurons change firing rates shortly stimulus presentation sustain firing rate stably sidlingly subsequent intervals (tonic firings) neurons transiently change firing rates specific moment within time intervals (phasic firings) group form sequential firing pattern covers entire interval clever task designs used studies collectively provide evidence tonic phasic firing responses represent trace holding temporal expectation explicit timing subsequently applied machinelearning based classification approaches two firing patterns within dataset collected rat medial prefrontal cortex trace eyeblink conditioning quantitative analysis revealed phasicfiring patterns showed greater selectivity stimulus identity temporal position tonicfiring patterns summary illuminates distributed neural representations temporal association forebrain generates several ideas future investigations
29974498,2018-09-01,14,1281,96,980,automation machine learning artificial intelligence echocardiography: brave new world automation machine learning artificial intelligence (ai) changing landscape echocardiography providing complimentary tools physicians enhance patient care multiple vendor software programs incorporated automation improve accuracy efficiency manual tracings automation longitudinal strain 3d echocardiography shown great accuracy reproducibility allowing incorporation techniques daily workflow give experience nonexpert readers allow integration essential tools echocardiography laboratories potential machine learning cardiovascular imaging still discovered algorithms created training large data sets beyond traditional statistical reasoning handle deep learning applied large image repositories recognize complex relationships patterns integrating properties image unlock connections natural history prognosis cardiac disease states purpose review article describe role current use automation machine learning ai echocardiography discuss potential limitations challenges future
